time,gFx,gFy,gFz,ax,ay,az,wx,wy,wz,Latitude,Longitude,Speed (m/s)
0.091,0.0486,0.2167,1.0053,0,0,0,0,0,0,0,0,0
0.092,0.0486,0.2167,1.0053,0,0,0,0.1501,0.5938,0.6125,49.2583017,-122.746748,1.48000002
0.149,0.1246,0.206,1.0688,0,0,0,0.1501,0.5938,0.6125,49.2583017,-122.746748,1.48000002
0.149,0.1246,0.206,1.0688,0,0,0,-0.3035,0.0011,0.2451,49.2583017,-122.746748,1.48000002
0.168,0.1246,0.206,1.0688,0,0,0,-0.3035,0.0011,0.2451,49.2583017,-122.746748,1.48000002
0.225,0.1246,0.206,1.0688,0,0,0,-1.0205,0.2415,-0.1373,49.2583017,-122.746748,1.48000002
0.226,0.1362,0.0097,1.4014,0,0,0,-1.0205,0.2415,-0.1373,49.2583017,-122.746748,1.48000002
0.245,0.1362,0.0097,1.4014,0.4177,-0.0116,0.459,-1.0205,0.2415,-0.1373,49.2583017,-122.746748,1.48000002
0.283,-0.0612,-0.0232,1.0948,0.4177,-0.0116,0.459,-1.0205,0.2415,-0.1373,49.2583017,-122.746748,1.48000002
0.284,-0.0612,-0.0232,1.0948,0.4177,-0.0116,0.459,-0.1026,0.9993,0.4882,49.2583017,-122.746748,1.48000002
0.302,-0.0612,-0.0232,1.0948,-0.1013,-1.259,1.8393,-0.1026,0.9993,0.4882,49.2583017,-122.746748,1.48000002
0.35,-0.0612,-0.0232,1.0948,-0.1013,-1.259,1.8393,-0.0478,1.8726,1.5719,49.2583017,-122.746748,1.48000002
0.351,-0.0966,-0.0375,0.9825,-0.1013,-1.259,1.8393,-0.0478,1.8726,1.5719,49.2583017,-122.746748,1.48000002
0.369,-0.0966,-0.0375,0.9825,0.471,-0.9581,-1.1981,-0.0478,1.8726,1.5719,49.2583017,-122.746748,1.48000002
0.427,-0.0966,-0.0375,0.9825,0.471,-0.9581,-1.1981,0.7343,1.2691,1.2789,49.2583017,-122.746748,1.48000002
0.427,-0.1069,0.1063,0.512,0.471,-0.9581,-1.1981,0.7343,1.2691,1.2789,49.2583017,-122.746748,1.48000002
0.446,-0.1069,0.1063,0.512,0.0375,-1.3002,-1.8026,0.7343,1.2691,1.2789,49.2583017,-122.746748,1.48000002
0.484,-0.0727,0.1569,0.172,0.0375,-1.3002,-1.8026,0.7343,1.2691,1.2789,49.2583017,-122.746748,1.48000002
0.485,-0.0727,0.1569,0.172,0.0375,-1.3002,-1.8026,-0.1948,-3.5002,-0.2807,49.2583017,-122.746748,1.48000002
0.504,-0.0727,0.1569,0.172,-2.4069,0.7155,-5.8691,-0.1948,-3.5002,-0.2807,49.2583017,-122.746748,1.48000002
0.562,-0.0727,0.1569,0.172,-2.4069,0.7155,-5.8691,-2.3007,-2.7668,-0.4043,49.2583017,-122.746748,1.48000002
0.562,-0.3899,0.3812,0.8883,-2.4069,0.7155,-5.8691,-2.3007,-2.7668,-0.4043,49.2583017,-122.746748,1.48000002
0.581,-0.3899,0.3812,0.8883,-3.0059,2.0574,-6.5505,-2.3007,-2.7668,-0.4043,49.2583017,-122.746748,1.48000002
0.619,-0.3899,0.3812,0.8883,-3.0059,2.0574,-6.5505,-0.5112,-1.7126,1.1363,49.2583017,-122.746748,1.48000002
0.619,-0.0121,0.0933,1.4208,-3.0059,2.0574,-6.5505,-0.5112,-1.7126,1.1363,49.2583017,-122.746748,1.48000002
0.639,-0.0121,0.0933,1.4208,-5.9022,4.2616,4.4484,-0.5112,-1.7126,1.1363,49.2583017,-122.746748,1.48000002
0.695,-0.0121,0.0933,1.4208,-5.9022,4.2616,4.4484,-0.236,-1.4066,1.6471,49.2583017,-122.746748,1.48000002
0.696,0.4629,-0.0694,1.7756,-5.9022,4.2616,4.4484,-0.236,-1.4066,1.6471,49.2583017,-122.746748,1.48000002
0.716,0.4629,-0.0694,1.7756,-2.1902,0.3812,5.0024,-0.236,-1.4066,1.6471,49.2583017,-122.746748,1.48000002
0.753,0.4629,-0.0694,1.7756,-2.1902,0.3812,5.0024,0.4838,-0.3017,1.1963,49.2583017,-122.746748,1.48000002
0.753,0.4616,-0.1336,1.5797,-2.1902,0.3812,5.0024,0.4838,-0.3017,1.1963,49.2583017,-122.746748,1.48000002
0.772,0.4616,-0.1336,1.5797,2.7122,-0.6297,7.5728,0.4838,-0.3017,1.1963,49.2583017,-122.746748,1.48000002
0.83,0.4616,-0.1336,1.5797,2.7122,-0.6297,7.5728,1.2209,0.6464,0.8546,49.2583017,-122.746748,1.48000002
0.83,0.3969,-0.2013,1.0576,2.7122,-0.6297,7.5728,1.2209,0.6464,0.8546,49.2583017,-122.746748,1.48000002
0.85,0.3969,-0.2013,1.0576,1.9565,-2.2951,4.2681,1.2209,0.6464,0.8546,49.2583017,-122.746748,1.48000002
0.887,0.3969,-0.2013,1.0576,1.9565,-2.2951,4.2681,0.9652,0.5256,0.3669,49.2583017,-122.746748,1.48000002
0.888,0.2541,-0.0068,0.626,1.9565,-2.2951,4.2681,0.9652,0.5256,0.3669,49.2583017,-122.746748,1.48000002
0.906,0.2541,-0.0068,0.626,0.8097,-1.6881,-1.3117,0.9652,0.5256,0.3669,49.2583017,-122.746748,1.48000002
0.964,0.2226,0.0671,0.5895,0.8097,-1.6881,-1.3117,0.9652,0.5256,0.3669,49.25833145,-122.7467245,0
0.965,0.2226,0.0671,0.5895,0.8097,-1.6881,-1.3117,0.5395,0.3977,-0.1067,49.25833145,-122.7467245,0
0.983,0.2226,0.0671,0.5895,0.4433,-0.7098,-4.1433,0.5395,0.3977,-0.1067,49.25833145,-122.7467245,0
1.022,0.2226,0.0671,0.5895,0.4433,-0.7098,-4.1433,0.9833,0.4354,-0.0446,49.25833145,-122.7467245,0
1.022,0.0438,0.1359,0.7557,0.4433,-0.7098,-4.1433,0.9833,0.4354,-0.0446,49.25833145,-122.7467245,0
1.04,0.0438,0.1359,0.7557,-0.2869,-0.8087,-3.227,0.9833,0.4354,-0.0446,49.25833145,-122.7467245,0
1.098,0.1137,0.2078,0.9231,-0.2869,-0.8087,-3.227,0.9833,0.4354,-0.0446,49.25833145,-122.7467245,0
1.098,0.1137,0.2078,0.9231,-0.2869,-0.8087,-3.227,1.2462,0.1755,0.213,49.25833145,-122.7467245,0
1.117,0.1137,0.2078,0.9231,-1.0799,-0.7072,-1.7104,1.2462,0.1755,0.213,49.25833145,-122.7467245,0
1.155,0.1137,0.2078,0.9231,-1.0799,-0.7072,-1.7104,0.6702,-0.3909,0.2762,49.25833145,-122.7467245,0
1.156,0.2643,0.1962,1.0556,-1.0799,-0.7072,-1.7104,0.6702,-0.3909,0.2762,49.25833145,-122.7467245,0
1.175,0.2643,0.1962,1.0556,-0.8889,-0.3852,0.285,0.6702,-0.3909,0.2762,49.25833145,-122.7467245,0
1.232,0.2643,0.1962,1.0556,-0.8889,-0.3852,0.285,-0.2274,-0.5586,0.0685,49.25833145,-122.7467245,0
1.233,0.4787,0.1773,1.1913,-0.8889,-0.3852,0.285,-0.2274,-0.5586,0.0685,49.25833145,-122.7467245,0
1.252,0.4787,0.1773,1.1913,1.1061,-0.3632,1.8474,-0.2274,-0.5586,0.0685,49.25833145,-122.7467245,0
1.29,0.4787,0.1773,1.1913,1.1061,-0.3632,1.8474,-0.6159,0.0784,-0.3221,49.25833145,-122.7467245,0
1.29,0.3801,0.051,1.23,1.1061,-0.3632,1.8474,-0.6159,0.0784,-0.3221,49.25833145,-122.7467245,0
1.309,0.3801,0.051,1.23,2.291,-0.3997,2.3292,-0.6159,0.0784,-0.3221,49.25833145,-122.7467245,0
1.359,0.3801,0.051,1.23,2.291,-0.3997,2.3292,-0.0187,-0.3654,-0.2547,49.25833145,-122.7467245,0
1.359,0.3088,0.0726,0.8073,2.291,-0.3997,2.3292,-0.0187,-0.3654,-0.2547,49.25833145,-122.7467245,0
1.377,0.3088,0.0726,0.8073,0.4917,-1.5261,1.6529,-0.0187,-0.3654,-0.2547,49.25833145,-122.7467245,0
1.434,0.3088,0.0726,0.8073,0.4917,-1.5261,1.6529,0.1508,-0.6991,-0.2471,49.25833145,-122.7467245,0
1.434,0.2269,0.0909,0.479,0.4917,-1.5261,1.6529,0.1508,-0.6991,-0.2471,49.25833145,-122.7467245,0
1.453,0.2269,0.0909,0.479,-0.1884,-1.0483,-2.304,0.1508,-0.6991,-0.2471,49.25833145,-122.7467245,0
1.491,0.2269,0.0909,0.479,-0.1884,-1.0483,-2.304,-0.1452,-0.949,-0.0317,49.25833145,-122.7467245,0
1.492,0.1368,0.21,0.4981,-0.1884,-1.0483,-2.304,-0.1452,-0.949,-0.0317,49.25833145,-122.7467245,0
1.51,0.1368,0.21,0.4981,-1.9249,-0.8629,-4.6172,-0.1452,-0.949,-0.0317,49.25833145,-122.7467245,0
1.568,0.1368,0.21,0.4981,-1.9249,-0.8629,-4.6172,0.0377,-0.2186,0.0608,49.25833145,-122.7467245,0
1.568,0.2444,0.3328,0.7094,-1.9249,-0.8629,-4.6172,0.0377,-0.2186,0.0608,49.25833145,-122.7467245,0
1.587,0.2444,0.3328,0.7094,-2.1029,0.7012,-3.3407,0.0377,-0.2186,0.0608,49.25833145,-122.7467245,0
1.625,0.2444,0.3328,0.7094,-2.1029,0.7012,-3.3407,-0.1058,-0.0753,-0.0631,49.25833145,-122.7467245,0
1.626,0.2719,0.4843,0.9896,-2.1029,0.7012,-3.3407,-0.1058,-0.0753,-0.0631,49.25833145,-122.7467245,0
1.645,0.2719,0.4843,0.9896,-0.6465,1.5816,-0.8378,-0.1058,-0.0753,-0.0631,49.25833145,-122.7467245,0
1.702,0.2719,0.4843,0.9896,-0.6465,1.5816,-0.8378,-0.1778,-0.1331,0.1085,49.25833145,-122.7467245,0
1.702,0.3771,0.4468,1.2645,-0.6465,1.5816,-0.8378,-0.1778,-0.1331,0.1085,49.25833145,-122.7467245,0
1.722,0.3771,0.4468,1.2645,-0.8755,3.1193,2.005,-0.1778,-0.1331,0.1085,49.25833145,-122.7467245,0
1.76,0.3771,0.4468,1.2645,-0.8755,3.1193,2.005,-0.5561,0.6567,0.3559,49.25833145,-122.7467245,0
1.76,0.3949,0.3676,1.3704,-0.8755,3.1193,2.005,-0.5561,0.6567,0.3559,49.25833145,-122.7467245,0
1.78,0.3949,0.3676,1.3704,0.8782,2.7346,3.339,-0.5561,0.6567,0.3559,49.25833145,-122.7467245,0
1.837,0.2944,0.1295,1.2802,0.8782,2.7346,3.339,-0.5561,0.6567,0.3559,49.25833145,-122.7467245,0
1.837,0.2944,0.1295,1.2802,0.8782,2.7346,3.339,0.207,0.1451,0.4673,49.25833145,-122.7467245,0
1.856,0.2944,0.1295,1.2802,0.1804,1.1714,4.8597,0.207,0.1451,0.4673,49.25833145,-122.7467245,0
1.894,0.2944,0.1295,1.2802,0.1804,1.1714,4.8597,0.3264,-0.0285,0.412,49.25836919,-122.7467308,1.46000004
1.894,0.3209,0.1408,0.7459,0.1804,1.1714,4.8597,0.3264,-0.0285,0.412,49.25836919,-122.7467308,1.46000004
1.914,0.3209,0.1408,0.7459,-0.4221,-0.6793,1.6997,0.3264,-0.0285,0.412,49.25836919,-122.7467308,1.46000004
1.97,0.3209,0.1408,0.7459,-0.4221,-0.6793,1.6997,-0.2154,-0.667,0.1668,49.25836919,-122.7467308,1.46000004
1.971,0.2254,0.1477,0.6166,-0.4221,-0.6793,1.6997,-0.2154,-0.667,0.1668,49.25836919,-122.7467308,1.46000004
1.99,0.2254,0.1477,0.6166,-1.0616,-0.0359,-2.3372,-0.2154,-0.667,0.1668,49.25836919,-122.7467308,1.46000004
2.028,0.2254,0.1477,0.6166,-1.0616,-0.0359,-2.3372,-0.0848,-2.0421,0.8802,49.25836919,-122.7467308,1.46000004
2.028,0.2622,0.0887,0.7039,-1.0616,-0.0359,-2.3372,-0.0848,-2.0421,0.8802,49.25836919,-122.7467308,1.46000004
2.047,0.2622,0.0887,0.7039,-3.0901,0.0326,-2.1369,-0.0848,-2.0421,0.8802,49.25836919,-122.7467308,1.46000004
2.105,0.2622,0.0887,0.7039,-3.0901,0.0326,-2.1369,0.8758,-0.3525,0.7265,49.25836919,-122.7467308,1.46000004
2.105,0.5401,0.0641,0.7122,-3.0901,0.0326,-2.1369,0.8758,-0.3525,0.7265,49.25836919,-122.7467308,1.46000004
2.123,0.5401,0.0641,0.7122,-1.3354,-1.064,-1.0647,0.8758,-0.3525,0.7265,49.25836919,-122.7467308,1.46000004
2.162,0.5401,0.0641,0.7122,-1.3354,-1.064,-1.0647,0.463,-0.4097,0.464,49.25836919,-122.7467308,1.46000004
2.163,0.5352,0.131,0.8289,-1.3354,-1.064,-1.0647,0.463,-0.4097,0.464,49.25836919,-122.7467308,1.46000004
2.181,0.5352,0.131,0.8289,-0.5805,-0.3766,-0.5599,0.463,-0.4097,0.464,49.25836919,-122.7467308,1.46000004
2.239,0.7762,0.0444,0.8651,-0.5805,-0.3766,-0.5599,0.463,-0.4097,0.464,49.25836919,-122.7467308,1.46000004
2.239,0.7762,0.0444,0.8651,-0.5805,-0.3766,-0.5599,-0.2967,-0.2978,0.6696,49.25836919,-122.7467308,1.46000004
2.258,0.7762,0.0444,0.8651,0.4766,-0.1615,0.4687,-0.2967,-0.2978,0.6696,49.25836919,-122.7467308,1.46000004
2.296,0.7762,0.0444,0.8651,0.4766,-0.1615,0.4687,-0.5999,-0.2029,0.4183,49.25836919,-122.7467308,1.46000004
2.297,0.868,-0.1541,1.2661,0.4766,-0.1615,0.4687,-0.5999,-0.2029,0.4183,49.25836919,-122.7467308,1.46000004
2.316,0.868,-0.1541,1.2661,2.0088,-0.1609,1.2276,-0.5999,-0.2029,0.4183,49.25836919,-122.7467308,1.46000004
2.373,0.7474,-0.1324,0.6859,2.0088,-0.1609,1.2276,-0.5999,-0.2029,0.4183,49.25836919,-122.7467308,1.46000004
2.374,0.7474,-0.1324,0.6859,2.0088,-0.1609,1.2276,-0.1016,0.5094,0.268,49.25836919,-122.7467308,1.46000004
2.392,0.7474,-0.1324,0.6859,2.8601,-2.4177,3.6979,-0.1016,0.5094,0.268,49.25836919,-122.7467308,1.46000004
2.43,0.5534,0.0135,0.6483,2.8601,-2.4177,3.6979,-0.1016,0.5094,0.268,49.25836919,-122.7467308,1.46000004
2.431,0.5534,0.0135,0.6483,2.8601,-2.4177,3.6979,-0.7037,0.2432,0.0191,49.25836919,-122.7467308,1.46000004
2.45,0.5534,0.0135,0.6483,1.2466,-0.6529,-2.1414,-0.7037,0.2432,0.0191,49.25836919,-122.7467308,1.46000004
2.507,0.4184,0.0775,0.5641,1.2466,-0.6529,-2.1414,-0.7037,0.2432,0.0191,49.25836919,-122.7467308,1.46000004
2.508,0.4184,0.0775,0.5641,1.2466,-0.6529,-2.1414,-0.3124,-0.1268,-0.2188,49.25836919,-122.7467308,1.46000004
2.527,0.4184,0.0775,0.5641,-0.6748,0.3933,-1.7903,-0.3124,-0.1268,-0.2188,49.25836919,-122.7467308,1.46000004
2.565,0.3924,0.1501,0.5301,-0.6748,0.3933,-1.7903,-0.3124,-0.1268,-0.2188,49.25836919,-122.7467308,1.46000004
2.565,0.3924,0.1501,0.5301,-0.6748,0.3933,-1.7903,-0.0939,-0.4753,-0.5029,49.25836919,-122.7467308,1.46000004
2.584,0.3924,0.1501,0.5301,-1.8855,0.7858,-2.6761,-0.0939,-0.4753,-0.5029,49.25836919,-122.7467308,1.46000004
2.642,0.6683,0.2359,0.9192,-1.8855,0.7858,-2.6761,-0.0939,-0.4753,-0.5029,49.25836919,-122.7467308,1.46000004
2.642,0.6683,0.2359,0.9192,-1.8855,0.7858,-2.6761,-0.1084,-1.7285,-0.2769,49.25836919,-122.7467308,1.46000004
2.661,0.6683,0.2359,0.9192,-2.58,1.1474,-1.0529,-0.1084,-1.7285,-0.2769,49.25836919,-122.7467308,1.46000004
2.699,1.0575,0.2553,0.9015,-2.58,1.1474,-1.0529,-0.1084,-1.7285,-0.2769,49.25836919,-122.7467308,1.46000004
2.7,1.0575,0.2553,0.9015,-2.58,1.1474,-1.0529,0.4852,-0.7185,-0.3654,49.25836919,-122.7467308,1.46000004
2.718,1.0575,0.2553,0.9015,1.3826,1.8541,3.3195,0.4852,-0.7185,-0.3654,49.25836919,-122.7467308,1.46000004
2.776,0.9038,0.2505,0.8258,1.3826,1.8541,3.3195,0.4852,-0.7185,-0.3654,49.25836919,-122.7467308,1.46000004
2.776,0.9038,0.2505,0.8258,1.3826,1.8541,3.3195,-0.2855,0.0158,-0.2036,49.25836919,-122.7467308,1.46000004
2.795,0.9038,0.2505,0.8258,2.8975,1.8873,1.1385,-0.2855,0.0158,-0.2036,49.25836919,-122.7467308,1.46000004
2.836,0.6627,0.0359,0.8772,2.8975,1.8873,1.1385,-0.2855,0.0158,-0.2036,49.25836919,-122.7467308,1.46000004
2.837,0.6627,0.0359,0.8772,2.8975,1.8873,1.1385,-0.6468,-0.1165,-0.1031,49.25836919,-122.7467308,1.46000004
2.852,0.6627,0.0359,0.8772,1.2214,1.8002,1.7061,-0.6468,-0.1165,-0.1031,49.25836919,-122.7467308,1.46000004
2.91,0.492,-0.0644,0.5389,1.2214,1.8002,1.7061,-0.6468,-0.1165,-0.1031,49.25840037,-122.7467385,1.70000005
2.911,0.492,-0.0644,0.5389,1.2214,1.8002,1.7061,-1.2297,-0.1797,-0.1568,49.25840037,-122.7467385,1.70000005
2.929,0.492,-0.0644,0.5389,-1.0908,0.1177,0.679,-1.2297,-0.1797,-0.1568,49.25840037,-122.7467385,1.70000005
2.968,0.492,-0.0644,0.5389,-1.0908,0.1177,0.679,-1.1681,0.0015,0.3001,49.25840037,-122.7467385,1.70000005
2.969,0.5112,-0.1172,0.6532,-1.0908,0.1177,0.679,-1.1681,0.0015,0.3001,49.25840037,-122.7467385,1.70000005
2.987,0.5112,-0.1172,0.6532,-2.4784,-0.003,-1.3399,-1.1681,0.0015,0.3001,49.25840037,-122.7467385,1.70000005
3.045,0.5112,-0.1172,0.6532,-2.4784,-0.003,-1.3399,0.0981,-0.0394,0.4656,49.25840037,-122.7467385,1.70000005
3.045,0.5078,-0.1177,0.759,-2.4784,-0.003,-1.3399,0.0981,-0.0394,0.4656,49.25840037,-122.7467385,1.70000005
3.063,0.5078,-0.1177,0.759,-1.958,-0.3627,-0.093,0.0981,-0.0394,0.4656,49.25840037,-122.7467385,1.70000005
3.102,0.4968,-0.0087,0.5285,-1.958,-0.3627,-0.093,0.0981,-0.0394,0.4656,49.25840037,-122.7467385,1.70000005
3.103,0.4968,-0.0087,0.5285,-1.958,-0.3627,-0.093,1.432,-0.4534,0.2846,49.25840037,-122.7467385,1.70000005
3.121,0.4968,-0.0087,0.5285,-2.3699,-0.6947,0.7102,1.432,-0.4534,0.2846,49.25840037,-122.7467385,1.70000005
3.179,0.4968,-0.0087,0.5285,-2.3699,-0.6947,0.7102,0.7145,-0.689,0.1842,49.25840037,-122.7467385,1.70000005
3.18,0.7496,-0.0333,0.5009,-2.3699,-0.6947,0.7102,0.7145,-0.689,0.1842,49.25840037,-122.7467385,1.70000005
3.198,0.7496,-0.0333,0.5009,-2.0534,0.2307,-1.5926,0.7145,-0.689,0.1842,49.25840037,-122.7467385,1.70000005
3.236,0.7496,-0.0333,0.5009,-2.0534,0.2307,-1.5926,-0.1195,-0.2226,0.1797,49.25840037,-122.7467385,1.70000005
3.237,0.9672,-0.137,0.6841,-2.0534,0.2307,-1.5926,-0.1195,-0.2226,0.1797,49.25840037,-122.7467385,1.70000005
3.255,0.9672,-0.137,0.6841,0.7453,-0.3611,-0.642,-0.1195,-0.2226,0.1797,49.25840037,-122.7467385,1.70000005
3.313,1.0727,-0.1734,0.8064,0.7453,-0.3611,-0.642,-0.1195,-0.2226,0.1797,49.25840037,-122.7467385,1.70000005
3.314,1.0727,-0.1734,0.8064,0.7453,-0.3611,-0.642,-0.8245,0.2914,0.0561,49.25840037,-122.7467385,1.70000005
3.332,1.0727,-0.1734,0.8064,2.359,-0.5147,0.5849,-0.8245,0.2914,0.0561,49.25840037,-122.7467385,1.70000005
3.371,1.0363,-0.3452,0.9045,2.359,-0.5147,0.5849,-0.8245,0.2914,0.0561,49.25840037,-122.7467385,1.70000005
3.371,1.0363,-0.3452,0.9045,2.359,-0.5147,0.5849,-0.8971,0.3785,-0.2883,49.25840037,-122.7467385,1.70000005
3.389,1.0363,-0.3452,0.9045,3.5201,-1.2345,2.123,-0.8971,0.3785,-0.2883,49.25840037,-122.7467385,1.70000005
3.447,1.0363,-0.3452,0.9045,3.5201,-1.2345,2.123,-0.2047,0.1404,-0.2781,49.25840037,-122.7467385,1.70000005
3.448,0.9354,-0.2266,0.7761,3.5201,-1.2345,2.123,-0.2047,0.1404,-0.2781,49.25840037,-122.7467385,1.70000005
3.466,0.9354,-0.2266,0.7761,2.1753,-2.3378,1.8428,-0.2047,0.1404,-0.2781,49.25840037,-122.7467385,1.70000005
3.504,0.6806,-0.0592,0.4217,2.1753,-2.3378,1.8428,-0.2047,0.1404,-0.2781,49.25840037,-122.7467385,1.70000005
3.505,0.6806,-0.0592,0.4217,2.1753,-2.3378,1.8428,0.7416,0.1945,-0.8482,49.25840037,-122.7467385,1.70000005
3.524,0.6806,-0.0592,0.4217,1.6944,-1.8869,0.3145,0.7416,0.1945,-0.8482,49.25840037,-122.7467385,1.70000005
3.581,0.6806,-0.0592,0.4217,1.6944,-1.8869,0.3145,0.6899,0.3978,-0.9623,49.25840037,-122.7467385,1.70000005
3.582,0.3113,0.1483,0.1742,1.6944,-1.8869,0.3145,0.6899,0.3978,-0.9623,49.25840037,-122.7467385,1.70000005
3.6,0.3113,0.1483,0.1742,-1.6116,-0.6181,-3.9128,0.6899,0.3978,-0.9623,49.25840037,-122.7467385,1.70000005
3.639,0.3113,0.1483,0.1742,-1.6116,-0.6181,-3.9128,0.0881,0.3263,-0.5544,49.25840037,-122.7467385,1.70000005
3.639,0.2493,0.2898,0.4482,-1.6116,-0.6181,-3.9128,0.0881,0.3263,-0.5544,49.25840037,-122.7467385,1.70000005
3.658,0.2493,0.2898,0.4482,-4.2444,1.0807,-4.7757,0.0881,0.3263,-0.5544,49.25840037,-122.7467385,1.70000005
3.716,0.2493,0.2898,0.4482,-4.2444,1.0807,-4.7757,0.1473,-0.4753,0.0701,49.25840037,-122.7467385,1.70000005
3.716,0.5681,0.3031,0.84,-4.2444,1.0807,-4.7757,0.1473,-0.4753,0.0701,49.25840037,-122.7467385,1.70000005
3.734,0.5681,0.3031,0.84,-4.2336,2.136,-0.8619,0.1473,-0.4753,0.0701,49.25840037,-122.7467385,1.70000005
3.773,1.0433,0.2335,1.0202,-4.2336,2.136,-0.8619,0.1473,-0.4753,0.0701,49.25840037,-122.7467385,1.70000005
3.774,1.0433,0.2335,1.0202,-4.2336,2.136,-0.8619,0.4435,-0.5431,0.2832,49.25840037,-122.7467385,1.70000005
3.792,1.0433,0.2335,1.0202,-0.1636,1.7564,2.5869,0.4435,-0.5431,0.2832,49.25840037,-122.7467385,1.70000005
3.849,1.0433,0.2335,1.0202,-0.1636,1.7564,2.5869,0.547,0.0305,0.147,49.25840037,-122.7467385,1.70000005
3.85,1.0753,0.0711,1.0524,-0.1636,1.7564,2.5869,0.547,0.0305,0.147,49.25842038,-122.7467354,1.67999995
3.869,1.0753,0.0711,1.0524,3.4953,0.7839,3.6513,0.547,0.0305,0.147,49.25842038,-122.7467354,1.67999995
3.907,0.7629,-0.0138,0.7372,3.4953,0.7839,3.6513,0.547,0.0305,0.147,49.25842038,-122.7467354,1.67999995
3.907,0.7629,-0.0138,0.7372,3.4953,0.7839,3.6513,0.6784,-0.0008,0.0264,49.25842038,-122.7467354,1.67999995
3.927,0.7629,-0.0138,0.7372,2.4909,-1.3538,3.6581,0.6784,-0.0008,0.0264,49.25842038,-122.7467354,1.67999995
3.984,0.7629,-0.0138,0.7372,2.4909,-1.3538,3.6581,-0.0827,0.2849,0.4488,49.25842038,-122.7467354,1.67999995
3.984,0.6428,0.0091,0.6191,2.4909,-1.3538,3.6581,-0.0827,0.2849,0.4488,49.25842038,-122.7467354,1.67999995
4.003,0.6428,0.0091,0.6191,-0.3047,-0.9317,-0.2217,-0.0827,0.2849,0.4488,49.25842038,-122.7467354,1.67999995
4.041,0.6428,0.0091,0.6191,-0.3047,-0.9317,-0.2217,0.4512,0.1495,0.5722,49.25842038,-122.7467354,1.67999995
4.042,0.5675,0.0338,0.6142,-0.3047,-0.9317,-0.2217,0.4512,0.1495,0.5722,49.25842038,-122.7467354,1.67999995
4.06,0.5675,0.0338,0.6142,-1.0383,-1.1887,-0.3914,0.4512,0.1495,0.5722,49.25842038,-122.7467354,1.67999995
4.118,0.5675,0.0338,0.6142,-1.0383,-1.1887,-0.3914,1.5174,0.0598,0.4799,49.25842038,-122.7467354,1.67999995
4.118,0.477,0.2203,0.388,-1.0383,-1.1887,-0.3914,1.5174,0.0598,0.4799,49.25842038,-122.7467354,1.67999995
4.137,0.477,0.2203,0.388,-2.0034,-0.8343,-0.8406,1.5174,0.0598,0.4799,49.25842038,-122.7467354,1.67999995
4.176,0.477,0.2203,0.388,-2.0034,-0.8343,-0.8406,1.2387,-0.4954,0.1401,49.25842038,-122.7467354,1.67999995
4.176,0.6602,0.2701,0.4043,-2.0034,-0.8343,-0.8406,1.2387,-0.4954,0.1401,49.25842038,-122.7467354,1.67999995
4.195,0.6602,0.2701,0.4043,-2.5615,0.546,-2.5219,1.2387,-0.4954,0.1401,49.25842038,-122.7467354,1.67999995
4.252,0.841,0.1108,0.4996,-2.5615,0.546,-2.5219,1.2387,-0.4954,0.1401,49.25842038,-122.7467354,1.67999995
4.253,0.841,0.1108,0.4996,-2.5615,0.546,-2.5219,0.4786,-0.2233,-0.2411,49.25842038,-122.7467354,1.67999995
4.271,0.841,0.1108,0.4996,-0.3463,0.0271,-1.6468,0.4786,-0.2233,-0.2411,49.25842038,-122.7467354,1.67999995
4.31,0.841,0.1108,0.4996,-0.3463,0.0271,-1.6468,-0.5583,0.0699,-0.1615,49.25842038,-122.7467354,1.67999995
4.311,0.988,0.037,0.5747,-0.3463,0.0271,-1.6468,-0.5583,0.0699,-0.1615,49.25842038,-122.7467354,1.67999995
4.329,0.988,0.037,0.5747,1.4165,-1.2059,-0.5691,-0.5583,0.0699,-0.1615,49.25842038,-122.7467354,1.67999995
4.377,1.1437,-0.2102,0.9147,1.4165,-1.2059,-0.5691,-0.5583,0.0699,-0.1615,49.25842038,-122.7467354,1.67999995
4.378,1.1437,-0.2102,0.9147,1.4165,-1.2059,-0.5691,-1.8753,0.0996,-0.0305,49.25842038,-122.7467354,1.67999995
4.396,1.1437,-0.2102,0.9147,2.9111,-1.227,-0.1489,-1.8753,0.0996,-0.0305,49.25842038,-122.7467354,1.67999995
4.454,0.9176,-0.087,0.6223,2.9111,-1.227,-0.1489,-1.8753,0.0996,-0.0305,49.25842038,-122.7467354,1.67999995
4.454,0.9176,-0.087,0.6223,2.9111,-1.227,-0.1489,-0.7639,0.1521,0.0648,49.25842038,-122.7467354,1.67999995
4.473,0.9176,-0.087,0.6223,3.2444,-3.1147,2.7129,-0.7639,0.1521,0.0648,49.25842038,-122.7467354,1.67999995
4.511,0.9176,-0.087,0.6223,3.2444,-3.1147,2.7129,-0.9992,-0.043,-0.2057,49.25842038,-122.7467354,1.67999995
4.512,0.8298,0.0902,0.3999,3.2444,-3.1147,2.7129,-0.9992,-0.043,-0.2057,49.25842038,-122.7467354,1.67999995
4.53,0.8298,0.0902,0.3999,1.3752,-0.634,-1.6069,-0.9992,-0.043,-0.2057,49.25842038,-122.7467354,1.67999995
4.588,0.8298,0.0902,0.3999,1.3752,-0.634,-1.6069,-0.8803,0.4553,-0.6209,49.25842038,-122.7467354,1.67999995
