time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
11.088000,-0.5972,0.2460,-0.3741,0.746
11.093000,-0.5209,0.2411,-0.1910,0.605
11.098000,-0.3774,0.2169,0.0264,0.436
11.107000,-0.2238,0.2327,0.2283,0.395
11.108000,-0.0906,0.1950,0.4150,0.467
11.112000,0.0436,0.1208,0.5014,0.518
11.118000,0.1693,0.0434,0.5715,0.598
11.132000,0.2582,-0.0440,0.5874,0.643
11.133000,0.3629,-0.1152,0.5422,0.663
11.133000,0.4720,-0.1985,0.4695,0.695
11.138000,0.5924,-0.2579,0.3932,0.756
11.144000,0.7076,-0.3383,0.2796,0.833
11.149000,0.8107,-0.3918,0.1835,0.919
11.155000,0.8925,-0.4065,0.1211,0.988
11.159000,0.9821,-0.3777,0.1206,1.059
11.165000,1.0633,-0.3439,0.1838,1.133
11.168000,1.0911,-0.3078,0.3129,1.176
11.173000,1.0659,-0.2839,0.4766,1.202
11.178000,0.9686,-0.2562,0.6323,1.185
11.184000,0.7971,-0.2511,0.7827,1.145
11.192000,0.5993,-0.2496,0.8806,1.094
11.194000,0.3892,-0.2091,0.9288,1.029
11.199000,0.1976,-0.1487,0.9370,0.969
11.210000,0.0194,-0.0852,0.8962,0.900
11.210000,-0.1506,-0.0419,0.8089,0.824
11.215000,-0.3056,-0.0115,0.6656,0.733
11.220000,-0.4270,0.0164,0.4833,0.645
11.224000,-0.5125,0.0464,0.3024,0.597
11.230000,-0.5696,0.0908,0.1084,0.587
11.235000,-0.6080,0.1118,-0.0726,0.622
11.241000,-0.6610,0.1311,-0.2527,0.720
11.245000,-0.6431,0.1369,-0.4129,0.776
11.249000,-0.6543,0.1255,-0.5337,0.854
11.255000,-0.6398,0.1008,-0.6503,0.918
11.260000,-0.6021,0.0818,-0.7483,0.964
11.264000,-0.5483,0.0161,-0.8614,1.021
11.270000,-0.4898,-0.0148,-0.9036,1.028
11.276000,-0.3808,-0.0253,-0.8964,0.974
11.281000,-0.2740,-0.0132,-0.8207,0.865
11.286000,-0.1482,-0.0072,-0.7627,0.777
11.293000,-0.0752,-0.0457,-0.6839,0.690
11.295000,-0.0409,-0.0832,-0.5844,0.592
11.300000,0.0096,-0.1105,-0.4735,0.486
11.316000,0.0573,-0.1059,-0.3203,0.342
11.317000,0.1675,-0.1011,-0.1005,0.220
11.318000,0.2808,-0.1063,0.1791,0.350
11.322000,0.3779,-0.1243,0.4615,0.609
11.326000,0.4348,-0.1673,0.6558,0.804
11.331000,0.4585,-0.1970,0.7911,0.935
11.336000,0.4488,-0.1778,0.8841,1.007
11.341000,0.4133,-0.1407,0.9659,1.060
11.348000,0.3972,-0.1456,1.0319,1.115
11.353000,0.3672,-0.1184,1.0582,1.126
11.358000,0.3154,-0.1621,1.0211,1.081
11.363000,0.2276,-0.2166,0.9251,0.977
11.367000,0.1973,-0.2528,0.7845,0.848
11.372000,0.2228,-0.2415,0.6134,0.696
11.376000,0.2421,-0.1682,0.4856,0.568
11.382000,0.2957,-0.0877,0.3412,0.460
11.391000,0.2707,-0.0023,0.1895,0.330
11.392000,0.1902,0.0120,-0.0078,0.191
11.396000,0.0590,0.0057,-0.1889,0.198
11.402000,-0.0609,0.0169,-0.3345,0.340
11.410000,-0.1380,0.0528,-0.4064,0.432
11.412000,-0.1242,0.0824,-0.4167,0.443
11.418000,-0.1174,0.1243,-0.3891,0.425
11.422000,-0.0845,0.1118,-0.3954,0.420
11.427000,-0.0808,0.1022,-0.4309,0.450
11.431000,-0.0560,0.1030,-0.4644,0.479
11.438000,-0.0198,0.0948,-0.4889,0.498
11.443000,0.0156,0.1043,-0.4998,0.511
11.448000,0.0242,0.0787,-0.4777,0.485
11.453000,0.0541,0.0295,-0.4080,0.413
11.458000,0.1055,-0.0173,-0.3313,0.348
11.463000,0.1591,-0.0762,-0.2544,0.310
11.468000,0.2053,-0.1642,-0.2108,0.337
11.472000,0.2471,-0.2189,-0.1741,0.373
11.477000,0.3202,-0.2716,-0.1827,0.458
11.484000,0.3916,-0.3028,-0.1791,0.526
11.491000,0.4685,-0.2813,-0.1755,0.574
11.494000,0.4883,-0.2979,-0.1889,0.602
11.498000,0.4778,-0.3020,-0.2193,0.606
11.511000,0.4895,-0.2910,-0.1809,0.598
11.512000,0.4664,-0.2413,-0.0736,0.530
11.513000,0.4626,-0.1873,0.0733,0.504
11.526000,0.4077,-0.1240,0.2687,0.504
11.526000,0.3134,-0.0732,0.4887,0.585
11.529000,0.1725,-0.0516,0.6762,0.700
11.533000,-0.0106,-0.0166,0.8389,0.839
11.539000,-0.1715,0.0103,0.9580,0.973
11.546000,-0.2961,0.0572,1.1054,1.146
11.548000,-0.4583,0.0810,1.1933,1.281
11.554000,-0.5485,0.0890,1.2220,1.342
11.559000,-0.6333,0.0962,1.2151,1.374
11.564000,-0.7188,0.1070,1.1372,1.350
11.574000,-0.7712,0.0953,1.0076,1.272
11.575000,-0.8290,0.0807,0.8427,1.185
11.580000,-0.8968,0.0849,0.6375,1.104
11.585000,-0.9291,0.0822,0.4036,1.016
11.591000,-0.9241,0.0395,0.1410,0.936
11.594000,-0.9177,-0.0190,-0.1245,0.926
11.599000,-0.8737,-0.0475,-0.3500,0.942
11.612000,-0.8013,-0.0600,-0.5141,0.954
11.613000,-0.6881,-0.0468,-0.6340,0.937
11.615000,-0.5769,-0.0250,-0.6567,0.874
11.621000,-0.4462,-0.0280,-0.6303,0.773
11.625000,-0.3628,0.0157,-0.5571,0.665
11.630000,-0.3580,-0.0020,-0.4439,0.570
11.636000,-0.3172,-0.0048,-0.3048,0.440
11.641000,-0.3051,0.0257,-0.1085,0.325
11.647000,-0.3172,0.0462,0.0640,0.327
11.650000,-0.3528,0.0419,0.2274,0.422
11.655000,-0.3737,0.0318,0.3387,0.505
11.660000,-0.2986,0.0343,0.4201,0.517
11.667000,-0.2848,-0.0035,0.4742,0.553
11.671000,-0.3302,0.0405,0.4963,0.597
11.676000,-0.3656,0.0323,0.4162,0.555
11.681000,-0.3840,-0.0175,0.2498,0.458
11.686000,-0.3292,-0.0770,0.0782,0.347
11.693000,-0.2474,-0.0700,-0.0774,0.268
11.696000,-0.1176,-0.0583,-0.2176,0.254
11.701000,-0.0128,-0.1461,-0.3330,0.364
11.717000,0.0012,-0.2205,-0.3863,0.445
11.718000,0.1218,-0.2195,-0.4875,0.548
11.719000,0.2600,-0.1937,-0.6292,0.708
11.725000,0.3565,-0.2450,-0.6733,0.800
11.728000,0.4237,-0.2803,-0.6705,0.841
11.732000,0.4118,-0.3541,-0.6263,0.829
11.737000,0.4187,-0.3640,-0.6429,0.849
11.742000,0.5128,-0.3420,-0.5438,0.822
11.748000,0.5945,-0.3263,-0.3441,0.760
11.753000,0.6356,-0.3099,-0.2037,0.736
11.757000,0.6822,-0.2744,0.0043,0.735
11.762000,0.7294,-0.2059,0.3126,0.820
11.768000,0.5962,-0.2022,0.4879,0.796
11.772000,0.5857,-0.1639,0.6505,0.891
11.777000,0.6085,-0.1318,0.8958,1.091
11.783000,0.5530,-0.1677,1.0711,1.217
11.790000,0.4747,-0.2211,1.1675,1.280
11.792000,0.6846,-0.5833,0.9666,1.320
11.797000,0.6467,-0.5587,0.9627,1.287
11.810000,0.5753,-0.2281,1.1340,1.292
11.811000,0.5007,0.1357,1.3077,1.407
11.813000,0.3291,0.1299,1.1435,1.197
11.818000,0.0316,-0.1972,0.8246,0.848
11.824000,-0.1984,-0.4701,0.6204,0.803
11.828000,-0.1963,-0.5703,0.3979,0.723
11.833000,-0.0623,-0.5172,0.1989,0.558
11.839000,0.0172,-0.4150,0.0162,0.416
11.844000,0.0291,-0.3964,-0.1913,0.441
11.849000,-0.0172,-0.3839,-0.4430,0.586
11.854000,-0.0885,-0.3439,-0.6914,0.777
11.863000,-0.1069,-0.3143,-0.8772,0.938
11.865000,-0.1655,-0.2805,-0.9634,1.017
11.869000,-0.1995,-0.2186,-0.9673,1.012
11.874000,-0.2161,-0.1481,-0.8729,0.911
11.879000,-0.2610,-0.0359,-0.7048,0.752
11.887000,-0.3150,0.0509,-0.4989,0.592
11.892000,-0.3907,0.1096,-0.2908,0.499
11.894000,-0.4673,0.1529,-0.0378,0.493
11.899000,-0.5497,0.2011,0.2388,0.632
11.914000,-0.6183,0.2296,0.5226,0.841
11.915000,-0.6663,0.2643,0.7708,1.053
11.915000,-0.7054,0.2471,0.9720,1.226
11.919000,-0.7240,0.1968,1.1004,1.332
11.926000,-0.7007,0.1300,1.1416,1.346
11.930000,-0.6401,0.0326,1.0911,1.265
11.934000,-0.5346,-0.0496,0.9748,1.113
11.941000,-0.3547,-0.0923,0.8285,0.906
11.945000,-0.1649,-0.1070,0.6279,0.658
11.951000,0.0470,-0.1193,0.4085,0.428
11.956000,0.2138,-0.1001,0.1891,0.302
11.960000,0.3331,-0.0751,0.0099,0.342
11.966000,0.3974,-0.0583,-0.1605,0.433
11.971000,0.4383,-0.0065,-0.2578,0.509
11.977000,0.4890,0.0706,-0.2627,0.560
11.981000,0.5068,0.1346,-0.1777,0.554
11.985000,0.4724,0.1826,-0.0647,0.511
11.990000,0.4162,0.2454,0.0789,0.490
11.996000,0.3145,0.2744,0.2343,0.479
12.001000,0.1813,0.3005,0.3733,0.512
12.009000,0.0953,0.2944,0.4817,0.573
12.011000,-0.0151,0.2824,0.5406,0.610
12.016000,-0.1021,0.2018,0.5528,0.597
12.025000,-0.1343,0.0959,0.4919,0.519
12.026000,-0.1451,-0.0113,0.3556,0.384
12.031000,-0.1249,-0.1267,0.1511,0.233
12.036000,-0.0592,-0.2425,-0.0935,0.267
12.042000,0.0215,-0.3294,-0.3712,0.497
12.048000,0.0957,-0.3940,-0.6132,0.735
12.052000,0.1448,-0.4383,-0.8295,0.949
12.057000,0.2286,-0.4497,-0.9749,1.098
12.061000,0.2703,-0.4377,-1.0642,1.182
12.066000,0.2601,-0.4425,-1.1024,1.216
12.073000,0.2094,-0.4185,-1.0467,1.147
12.078000,0.1497,-0.3638,-0.9185,0.999
12.083000,0.1094,-0.2548,-0.6507,0.707
12.087000,0.0432,-0.2070,-0.2860,0.356
12.092000,-0.0490,-0.1445,0.0948,0.180
12.098000,-0.1319,-0.1042,0.4660,0.495
12.104000,-0.2230,-0.0813,0.7841,0.819
12.110000,-0.2904,-0.0651,1.0249,1.067
12.113000,-0.3695,-0.0707,1.2146,1.271
12.117000,-0.4149,-0.0955,1.3388,1.405
12.133000,-0.4551,-0.1081,1.4477,1.521
12.134000,-0.4498,-0.0679,1.4457,1.516
12.134000,-0.4406,-0.0585,1.3304,1.403
12.139000,-0.4686,-0.0432,1.1276,1.222
12.143000,-0.4568,-0.0119,0.8730,0.985
12.149000,-0.3693,0.0148,0.6186,0.721
12.154000,-0.2579,0.1113,0.3761,0.469
12.158000,-0.1414,0.2040,0.2431,0.347
12.163000,-0.0920,0.2664,0.1335,0.312
12.168000,-0.0600,0.2842,-0.0054,0.291
12.174000,-0.0691,0.2598,-0.1183,0.294
12.178000,-0.0980,0.2577,-0.1910,0.335
12.185000,-0.0959,0.2897,-0.2163,0.374
12.193000,-0.0577,0.3222,-0.1750,0.371
12.194000,0.0217,0.3263,-0.1340,0.353
12.199000,0.0420,0.2802,-0.0810,0.295
12.214000,0.0892,0.2603,-0.0041,0.275
12.215000,0.0671,0.2091,0.0156,0.220
12.215000,0.0568,0.1338,-0.0078,0.146
12.220000,0.0509,0.0563,-0.0550,0.094
12.225000,0.0395,-0.0377,-0.1094,0.122
12.230000,0.0275,-0.0857,-0.1713,0.194
12.235000,0.0462,-0.1549,-0.1928,0.252
12.240000,0.1270,-0.2332,-0.2192,0.344
12.245000,0.1696,-0.3088,-0.2026,0.406
12.249000,0.2368,-0.3938,-0.2005,0.501
12.256000,0.3023,-0.4254,-0.1591,0.546
12.261000,0.3538,-0.4877,-0.1131,0.613
12.264000,0.3914,-0.4952,-0.0815,0.636
12.271000,0.3796,-0.4982,-0.0428,0.628
12.277000,0.3663,-0.5039,-0.0303,0.624
12.280000,0.3015,-0.5241,-0.0248,0.605
12.285000,0.2262,-0.4706,0.0164,0.522
12.295000,0.1785,-0.4107,0.0122,0.448
12.296000,0.1344,-0.3322,0.0461,0.361
12.301000,0.0695,-0.2708,0.0701,0.288
12.318000,0.0196,-0.1974,0.0554,0.206
12.319000,-0.0200,-0.0909,0.0974,0.135
12.319000,-0.0923,0.0318,0.2053,0.227
12.324000,-0.1639,0.1588,0.3167,0.390
12.326000,-0.2399,0.2231,0.4341,0.544
12.331000,-0.3442,0.2867,0.5554,0.714
12.337000,-0.4293,0.3019,0.6641,0.846
12.342000,-0.4645,0.2901,0.7559,0.933
12.347000,-0.5217,0.2868,0.8096,1.005
12.353000,-0.5844,0.3081,0.8427,1.071
12.357000,-0.6414,0.2471,0.7862,1.044
12.362000,-0.6903,0.1807,0.6099,0.939
12.368000,-0.7073,0.1284,0.3477,0.799
12.373000,-0.6232,0.0954,0.0569,0.633
12.376000,-0.4951,0.0893,-0.2319,0.554
12.381000,-0.2653,0.0940,-0.4218,0.507
12.386000,-0.0198,0.1212,-0.5065,0.521
12.392000,0.1793,0.1545,-0.6035,0.648
12.397000,0.3582,0.1871,-0.6797,0.791
12.402000,0.4767,0.1858,-0.7140,0.878
12.408000,0.5924,0.2103,-0.5975,0.867
12.412000,0.6057,0.2171,-0.3834,0.749
12.419000,0.5670,0.2033,-0.0886,0.609
12.433000,0.5026,0.1657,0.2181,0.572
12.434000,0.4529,0.0803,0.5063,0.684
12.435000,0.3778,-0.0082,0.7906,0.876
12.441000,0.3228,-0.0786,1.0476,1.099
12.443000,0.3116,-0.0910,1.2303,1.272
12.447000,0.2990,-0.0721,1.3466,1.381
12.453000,0.2634,-0.1007,1.3614,1.390
12.458000,0.1831,-0.1833,1.2802,1.306
12.463000,0.0487,-0.2384,1.1296,1.155
12.467000,-0.0923,-0.3252,0.8672,0.931
12.473000,-0.2186,-0.4096,0.5673,0.733
12.479000,-0.2969,-0.4509,0.2343,0.589
12.483000,-0.2915,-0.4652,-0.0629,0.553
12.490000,-0.2427,-0.4167,-0.3606,0.602
12.493000,-0.1886,-0.3195,-0.5931,0.700
12.499000,-0.1338,-0.1950,-0.7656,0.801
12.505000,-0.1047,-0.0813,-0.8384,0.849
12.512000,-0.1420,-0.0118,-0.8646,0.876
12.514000,-0.2483,-0.0026,-0.8611,0.896
12.520000,-0.3715,0.0152,-0.7994,0.882
12.526000,-0.4615,-0.0041,-0.6560,0.802
12.529000,-0.4991,0.0436,-0.4214,0.655
12.534000,-0.4796,0.0619,-0.1457,0.505
12.539000,-0.4512,0.0599,0.0644,0.460
12.545000,-0.4355,0.0565,0.2145,0.489
12.549000,-0.4515,0.0207,0.2291,0.507
12.555000,-0.4588,-0.0374,0.1756,0.493
12.559000,-0.4503,-0.0747,0.0473,0.459
12.565000,-0.4139,-0.1263,-0.1271,0.451
12.569000,-0.3112,-0.1728,-0.2739,0.449
12.574000,-0.1664,-0.1926,-0.4007,0.475
12.580000,-0.0130,-0.2000,-0.4791,0.519
12.585000,0.1321,-0.2138,-0.5621,0.616
12.604000,0.2571,-0.2194,-0.6594,0.741
12.605000,0.2978,-0.2430,-0.7186,0.815
12.605000,0.3356,-0.2370,-0.7020,0.813
12.606000,0.3229,-0.3015,-0.6956,0.824
12.610000,0.3278,-0.3648,-0.6137,0.786
12.615000,0.3671,-0.3798,-0.4757,0.711
12.620000,0.4361,-0.3637,-0.2842,0.635
12.625000,0.4828,-0.3244,-0.0822,0.587
12.630000,0.4900,-0.2693,0.1162,0.571
12.635000,0.4578,-0.1865,0.2443,0.551
12.640000,0.3756,-0.0973,0.2954,0.488
12.646000,0.2463,-0.0254,0.3768,0.451
12.650000,0.1416,0.0722,0.4932,0.518
12.656000,0.0708,0.1806,0.6585,0.686
12.660000,-0.0212,0.2188,0.8109,0.840
12.666000,-0.1037,0.2157,0.9317,0.962
12.671000,-0.1862,0.2096,0.9996,1.038
12.676000,-0.2470,0.2195,1.0485,1.099
12.681000,-0.2362,0.2690,1.0808,1.139
12.687000,-0.2111,0.3223,1.1156,1.180
12.693000,-0.2147,0.3768,1.1269,1.207
12.696000,-0.2520,0.3850,1.1173,1.208
12.702000,-0.2894,0.3567,1.0228,1.121
12.710000,-0.3222,0.3257,0.9414,1.047
12.711000,-0.3459,0.3086,0.8326,0.953
12.716000,-0.3653,0.2604,0.6609,0.799
12.724000,-0.3734,0.1933,0.4766,0.636
12.727000,-0.4013,0.0815,0.2369,0.473
12.731000,-0.4111,-0.0008,-0.0412,0.413
12.737000,-0.4027,-0.1033,-0.3483,0.542
12.742000,-0.3596,-0.1708,-0.6511,0.763
12.748000,-0.2720,-0.2249,-0.9022,0.969
12.753000,-0.1420,-0.2942,-1.0475,1.097
12.757000,0.0186,-0.3786,-1.0996,1.163
12.764000,0.1252,-0.4409,-1.2055,1.290
12.767000,0.2828,-0.4734,-1.2928,1.406
12.773000,0.3865,-0.5240,-1.3185,1.471
12.778000,0.4553,-0.5524,-1.3232,1.504
12.783000,0.4986,-0.5657,-1.2972,1.500
12.788000,0.4966,-0.5760,-1.3051,1.511
12.793000,0.4564,-0.5690,-1.2705,1.465
12.798000,0.3806,-0.5732,-1.2244,1.404
12.804000,0.3456,-0.5528,-1.1837,1.351
12.810000,0.3137,-0.5175,-1.0621,1.222
12.812000,0.2945,-0.4772,-0.8930,1.054
12.818000,0.3003,-0.4392,-0.6955,0.876
12.829000,0.2734,-0.3797,-0.4815,0.671
12.829000,0.2518,-0.3325,-0.2796,0.502
12.833000,0.1756,-0.2929,-0.0583,0.346
12.839000,0.0947,-0.2207,0.1416,0.279
12.843000,-0.0273,-0.1951,0.3206,0.376
12.849000,-0.1787,-0.1947,0.4428,0.516
12.853000,-0.3095,-0.2388,0.5181,0.649
12.859000,-0.4361,-0.2749,0.5801,0.776
12.864000,-0.5130,-0.3007,0.5691,0.823
12.869000,-0.5208,-0.3159,0.5183,0.800
12.874000,-0.4904,-0.3199,0.3942,0.706
12.879000,-0.4312,-0.2740,0.2417,0.565
12.887000,-0.3551,-0.1871,0.0772,0.409
12.889000,-0.2978,-0.1162,-0.0950,0.333
12.894000,-0.2549,-0.0179,-0.2318,0.345
12.900000,-0.2457,0.0361,-0.2881,0.380
12.906000,-0.2585,0.0676,-0.3455,0.437
12.911000,-0.2381,0.1125,-0.3225,0.416
12.914000,-0.2133,0.1869,-0.1853,0.339
12.919000,-0.1936,0.2735,-0.0129,0.335
12.931000,-0.1936,0.3076,0.1354,0.388
12.932000,-0.2137,0.3222,0.2406,0.455
12.934000,-0.2635,0.2959,0.3195,0.509
12.940000,-0.3071,0.2593,0.3678,0.545
12.945000,-0.2674,0.2052,0.4117,0.532
12.950000,-0.1994,0.1550,0.4395,0.507
12.954000,-0.0833,0.0897,0.3987,0.417
12.960000,0.0043,0.0237,0.3153,0.316
12.966000,0.0849,-0.0331,0.1774,0.199
12.970000,0.1810,-0.0869,0.0133,0.201
12.975000,0.2289,-0.1115,-0.1804,0.312
12.980000,0.2577,-0.1827,-0.3327,0.459
12.986000,0.2793,-0.2216,-0.4628,0.584
12.993000,0.3465,-0.2379,-0.5570,0.698
12.995000,0.4070,-0.2388,-0.5751,0.744
13.001000,0.4489,-0.2556,-0.5247,0.736
13.013000,0.4363,-0.2527,-0.4608,0.683
13.014000,0.3879,-0.3086,-0.4454,0.666
13.016000,0.3042,-0.3207,-0.4186,0.609
13.022000,0.2663,-0.2849,-0.3093,0.498
13.027000,0.2412,-0.2375,-0.1629,0.376
13.031000,0.2429,-0.1907,0.0348,0.311
13.037000,0.2402,-0.1926,0.1910,0.362
13.041000,0.1995,-0.2195,0.3326,0.446
13.048000,0.1444,-0.2190,0.3813,0.463
13.052000,0.0823,-0.2317,0.4093,0.477
13.057000,0.0396,-0.2359,0.3665,0.438
13.063000,0.0593,-0.2312,0.2890,0.375
13.068000,0.1126,-0.2009,0.2100,0.312
13.072000,0.1546,-0.1474,0.1581,0.266
13.078000,0.2114,-0.0921,0.1447,0.272
13.083000,0.2159,-0.0776,0.1124,0.255
13.088000,0.1230,-0.0795,0.0398,0.152
13.093000,0.0469,-0.0641,-0.0588,0.099
13.097000,-0.0624,-0.0175,-0.0953,0.115
13.103000,-0.1213,0.0529,-0.0628,0.147
13.116000,-0.1778,0.0774,0.0098,0.194
13.117000,-0.2203,0.0441,0.0656,0.234
13.117000,-0.2869,-0.0159,0.0884,0.301
13.124000,-0.3562,-0.1265,0.0287,0.379
13.128000,-0.3970,-0.1968,-0.0963,0.453
13.133000,-0.4119,-0.2579,-0.2742,0.558
13.137000,-0.4079,-0.3069,-0.5241,0.732
13.144000,-0.4066,-0.3627,-0.8050,0.972
13.148000,-0.3484,-0.4459,-1.0817,1.221
13.153000,-0.2429,-0.5042,-1.2947,1.410
13.159000,-0.1049,-0.5616,-1.3280,1.446
13.163000,-0.0584,-0.6631,-1.4019,1.552
13.168000,0.0231,-0.7155,-1.6157,1.767
13.175000,0.1354,-0.7352,-1.7896,1.939
13.179000,0.2274,-0.6955,-1.8667,2.005
13.184000,0.3833,-0.5869,-1.8159,1.947
13.188000,0.5173,-0.4570,-1.7118,1.846
13.194000,0.5932,-0.3013,-1.5783,1.713
13.200000,0.5968,-0.1628,-1.3578,1.492
13.205000,0.5152,-0.0133,-1.0455,1.166
13.210000,0.4125,0.1303,-0.6700,0.798
13.214000,0.2570,0.2056,-0.2982,0.444
13.219000,0.0871,0.2982,0.0966,0.325
13.234000,-0.0255,0.3904,0.4896,0.627
13.235000,-0.1244,0.4755,0.8023,0.941
13.235000,-0.1992,0.5212,1.2061,1.329
13.241000,-0.3241,0.5173,1.5796,1.693
13.244000,-0.4277,0.4846,1.9090,2.015
13.249000,-0.5515,0.4347,2.1300,2.243
13.255000,-0.6594,0.3695,2.2382,2.362
13.259000,-0.7206,0.3055,2.3083,2.437
13.266000,-0.7443,0.2259,2.2875,2.416
13.269000,-0.8023,0.1385,2.1302,2.280
13.275000,-0.8444,0.0609,1.7929,1.983
13.279000,-0.8394,0.0231,1.3277,1.571
13.285000,-0.7705,-0.0004,0.8056,1.115
13.292000,-0.6642,0.0323,0.3026,0.731
13.295000,-0.5485,0.0904,-0.1340,0.572
13.300000,-0.4118,0.1148,-0.4545,0.624
13.305000,-0.2919,0.1632,-0.7165,0.791
13.310000,-0.1912,0.2067,-0.8580,0.903
13.316000,-0.0929,0.2380,-0.8932,0.929
13.322000,-0.0355,0.2614,-0.8722,0.911
13.327000,0.0074,0.2741,-0.8092,0.854
13.331000,0.0404,0.2445,-0.6917,0.735
13.336000,0.0661,0.2248,-0.5626,0.609
13.341000,0.1036,0.2191,-0.3905,0.460
13.347000,0.1267,0.1913,-0.2779,0.360
13.352000,0.1495,0.1389,-0.2103,0.293
13.357000,0.1940,0.0836,-0.1831,0.280
13.362000,0.2695,0.0063,-0.1818,0.325
13.367000,0.3597,-0.0232,-0.1899,0.407
13.373000,0.4767,-0.0720,-0.2027,0.523
13.376000,0.5438,-0.1112,-0.2035,0.591
13.382000,0.5589,-0.1931,-0.2092,0.627
13.387000,0.5626,-0.2437,-0.2078,0.647
13.396000,0.5574,-0.3255,-0.1824,0.671
13.398000,0.5122,-0.4097,-0.1186,0.667
13.402000,0.4390,-0.4825,-0.0401,0.654
13.419000,0.3739,-0.5487,0.0030,0.664
13.420000,0.2787,-0.5653,0.0226,0.631
13.420000,0.1891,-0.5657,0.0355,0.597
13.422000,0.0688,-0.5235,0.0056,0.528
13.428000,-0.0535,-0.4553,-0.0264,0.459
13.433000,-0.1928,-0.3968,-0.1134,0.456
13.437000,-0.2872,-0.3426,-0.1911,0.486
13.443000,-0.3171,-0.2518,-0.2406,0.471
13.449000,-0.2942,-0.1078,-0.1758,0.359
13.453000,-0.2422,0.0272,-0.0493,0.249
13.459000,-0.1756,0.1505,0.1436,0.272
13.464000,-0.1591,0.2524,0.3456,0.457
13.468000,-0.1691,0.3494,0.5379,0.663
13.472000,-0.2708,0.3957,0.7229,0.868
13.479000,-0.4024,0.4604,0.8484,1.046
13.485000,-0.5091,0.4882,0.9289,1.166
13.488000,-0.5957,0.4884,0.9886,1.253
13.496000,-0.6382,0.4486,1.0446,1.304
13.498000,-0.6291,0.3757,1.0445,1.276
13.504000,-0.5802,0.2796,0.9309,1.132
13.518000,-0.5131,0.1773,0.6846,0.874
13.519000,-0.4230,0.0791,0.3627,0.563
13.519000,-0.2924,-0.0095,-0.0257,0.294
13.525000,-0.1472,-0.0473,-0.3924,0.422
13.529000,0.0060,-0.1037,-0.6680,0.676
13.533000,0.1164,-0.2022,-0.7287,0.765
13.539000,0.1855,-0.3137,-1.0628,1.124
13.545000,0.2828,-0.3850,-1.3357,1.419
13.551000,0.3926,-0.4157,-1.4663,1.574
13.555000,0.5973,-0.3797,-1.4763,1.637
13.559000,0.7490,-0.3176,-1.3729,1.596
13.565000,0.8616,-0.2393,-1.2830,1.564
13.570000,0.8917,-0.1807,-1.1826,1.492
13.575000,0.8820,-0.0897,-0.9901,1.329
13.579000,0.7969,0.0309,-0.6717,1.043
13.585000,0.6813,0.1279,-0.3062,0.758
13.590000,0.5398,0.1937,0.0757,0.578
13.595000,0.3623,0.2420,0.4288,0.611
13.600000,0.2133,0.2482,0.7610,0.828
13.606000,0.0592,0.2788,1.0438,1.082
13.611000,-0.0426,0.2666,1.2632,1.292
13.615000,-0.1594,0.2544,1.3669,1.399
13.620000,-0.2890,0.1920,1.3693,1.413
13.635000,-0.4289,0.1033,1.3280,1.399
13.635000,-0.5503,0.0052,1.1688,1.292
13.636000,-0.6244,-0.0897,0.9345,1.127
13.642000,-0.6199,-0.1572,0.6225,0.892
13.646000,-0.5798,-0.2202,0.2754,0.679
13.651000,-0.5295,-0.2328,-0.0809,0.584
13.655000,-0.4385,-0.2711,-0.4299,0.671
13.661000,-0.4117,-0.2891,-0.7674,0.918
13.667000,-0.3603,-0.2790,-1.0411,1.136
13.671000,-0.3564,-0.2382,-1.2753,1.345
13.678000,-0.3924,-0.2092,-1.3986,1.468
13.682000,-0.3970,-0.1585,-1.4184,1.481
13.686000,-0.4346,-0.1197,-1.3779,1.450
13.696000,-0.4749,-0.0595,-1.3032,1.388
13.698000,-0.5229,0.0024,-1.1439,1.258
13.702000,-0.5716,0.0656,-0.9284,1.092
13.706000,-0.5781,0.1222,-0.6562,0.883
13.722000,-0.6026,0.1357,-0.4060,0.739
13.723000,-0.6093,0.0985,-0.1701,0.640
13.723000,-0.5644,0.0816,0.0544,0.573
13.728000,-0.4818,0.0391,0.2798,0.558
13.731000,-0.3585,-0.0364,0.4322,0.563
13.737000,-0.2354,-0.0589,0.4951,0.551
13.743000,-0.1126,-0.0927,0.4252,0.450
13.748000,0.0101,-0.1396,0.2822,0.315
13.753000,0.1161,-0.1681,0.0968,0.226
13.760000,0.2222,-0.1583,-0.1193,0.298
13.763000,0.3380,-0.1623,-0.3380,0.505
13.769000,0.3988,-0.1510,-0.5260,0.677
13.773000,0.5127,-0.1434,-0.6547,0.844
13.778000,0.5869,-0.0890,-0.6982,0.916
13.783000,0.7082,-0.0332,-0.6158,0.939
13.787000,0.7975,0.0473,-0.4552,0.919
13.795000,0.8259,0.1548,-0.2666,0.882
13.798000,0.7471,0.2220,-0.0642,0.782
13.803000,0.6014,0.2918,0.1067,0.677
13.819000,0.4407,0.3497,0.2843,0.630
13.820000,0.2938,0.4361,0.5048,0.729
13.820000,0.2063,0.5243,0.7494,0.938
13.824000,0.1614,0.5633,0.9968,1.156
13.829000,0.1329,0.5578,1.1947,1.325
13.833000,0.0561,0.5363,1.2980,1.406
13.839000,0.0121,0.4891,1.3473,1.433
13.845000,-0.0467,0.4116,1.3021,1.366
13.850000,-0.1110,0.3276,1.2032,1.252
